# ID1, ID2, cost
1, 0, 0.36657072476727204
3, 1, 0.29678662160019637
4, 1, 0.36606339552542105
4, 3, 0.12613467102240716
5, 0, 0.21154419069680025
5, 1, 0.17829343376899867
6, 2, 0.6445515158688012
6, 4, 0.45607308710297667
8, 1, 0.37161899216996447
8, 3, 0.12912488024092794
8, 4, 0.005662631880112009
9, 2, 0.4983578035008489
9, 6, 0.7828049546657736
